seq,round,bench,status,kind,name,median,mean,min,p95
33,10,large,OK,count,created,10.00,9.27,0.00,31.00
33,10,large,OK,count,destroyed,8.00,9.27,0.00,20.00
33,10,large,OK,count,commands_applied,12.00,13.03,0.00,27.00
33,10,large,OK,count,hits_delivered,5.00,5.72,0.00,13.00
33,10,large,OK,count,alive,2246.00,2248.26,2227.00,2266.00
34,11,boid,OK,stage,GridBuildSystem,82.60,87.91,68.10,110.10
34,11,boid,OK,stage,BoidSystem,484.70,514.30,425.60,708.30
34,11,boid,OK,stage,MovementSystem,45.60,52.31,23.00,98.60
34,11,boid,OK,stage,ApplyWorldBounds,50.10,52.12,49.50,63.60
34,11,boid,OK,stage,CollisionSystem,312.30,327.00,277.70,420.60
34,11,boid,OK,stage,ApplyCommands,0.10,0.08,0.00,0.10
34,11,boid,OK,frame,frame,995.90,1033.70,866.30,1297.50
34,11,boid,OK,count,events_published,739.00,765.65,488.00,1008.00
34,11,boid,OK,count,events_dropped,0.00,0.00,0.00,0.00
35,11,small,OK,stage,SpawnEnemies,0.00,0.17,0.00,0.70
35,11,small,OK,stage,FireBullets,0.10,0.27,0.00,0.60
35,11,small,OK,stage,Movement,41.60,46.32,4.60,94.60
35,11,small,OK,stage,GridBuild,49.40,53.65,10.50,99.50
35,11,small,OK,stage,Hit,40.60,43.82,6.00,89.90
35,11,small,OK,stage,DispatchEvents,0.20,0.44,0.00,0.80
35,11,small,OK,stage,Lifetime,0.20,0.38,0.10,0.40
35,11,small,OK,stage,Collect,0.20,0.30,0.00,0.40
35,11,small,OK,stage,Reach,0.90,1.32,0.70,4.70
35,11,small,OK,stage,ApplyCommands,0.20,0.36,0.00,0.70
35,11,small,OK,frame,frame,142.10,147.46,22.30,231.90
35,11,small,OK,count,created,1.00,0.89,0.00,3.00
35,11,small,OK,count,destroyed,1.00,0.89,0.00,3.00
35,11,small,OK,count,commands_applied,1.00,1.10,0.00,6.00
35,11,small,OK,count,hits_delivered,0.00,0.33,0.00,1.00
35,11,small,OK,count,alive,220.00,220.00,216.00,222.00
36,11,large,OK,stage,SpawnEnemies,0.00,0.32,0.00,1.90
36,11,large,OK,stage,FireBullets,0.70,0.53,0.00,1.30
36,11,large,OK,stage,Movement,32.90,39.96,9.70,82.00
36,11,large,OK,stage,GridBuild,55.60,60.02,21.70,112.30
36,11,large,OK,stage,Hit,54.10,56.66,17.50,103.40
36,11,large,OK,stage,DispatchEvents,0.70,1.08,0.10,4.50
36,11,large,OK,stage,Lifetime,0.90,1.28,0.60,4.10
36,11,large,OK,stage,Collect,0.30,0.35,0.10,0.50
36,11,large,OK,stage,Reach,6.70,7.24,6.50,10.10
36,11,large,OK,stage,ApplyCommands,1.20,1.23,0.00,2.20
36,11,large,OK,frame,frame,162.90,169.12,73.50,251.90
36,11,large,OK,count,created,10.00,9.27,0.00,31.00
36,11,large,OK,count,destroyed,9.00,9.27,0.00,20.00
36,11,large,OK,count,commands_applied,12.00,13.02,0.00,27.00
36,11,large,OK,count,hits_delivered,5.00,5.66,0.00,13.00
36,11,large,OK,count,alive,2246.00,2248.20,2229.00,2266.00
37,12,boid,OK,stage,GridBuildSystem,88.80,89.47,70.30,109.50
37,12,boid,OK,stage,BoidSystem,448.40,497.41,421.10,681.60
37,12,boid,OK,stage,MovementSystem,41.70,46.99,22.40,90.40
37,12,boid,OK,stage,ApplyWorldBounds,50.10,51.87,49.50,60.80
37,12,boid,OK,stage,CollisionSystem,319.30,330.07,278.30,398.20
37,12,boid,OK,stage,ApplyCommands,0.10,0.08,0.00,0.10
37,12,boid,OK,frame,frame,971.90,1015.89,874.40,1291.20
37,12,boid,OK,count,events_published,746.00,764.28,433.00,998.00
37,12,boid,OK,count,events_dropped,0.00,0.00,0.00,0.00
38,12,small,OK,stage,SpawnEnemies,0.00,0.18,0.00,0.70
38,12,small,OK,stage,FireBullets,0.10,0.31,0.00,0.70
38,12,small,OK,stage,Movement,44.60,47.80,5.40,97.90
38,12,small,OK,stage,GridBuild,52.00,56.22,13.70,104.20
38,12,small,OK,stage,Hit,47.80,49.73,6.20,96.70
38,12,small,OK,stage,DispatchEvents,0.20,0.45,0.00,0.70
38,12,small,OK,stage,Lifetime,0.20,0.37,0.10,0.40
38,12,small,OK,stage,Collect,0.20,0.33,0.10,0.40
38,12,small,OK,stage,Reach,0.80,1.50,0.70,6.80
38,12,small,OK,stage,ApplyCommands,0.20,0.39,0.00,0.80
38,12,small,OK,frame,frame,153.10,157.82,61.70,237.90
38,12,small,OK,count,created,1.00,0.89,0.00,3.00
38,12,small,OK,count,destroyed,1.00,0.89,0.00,3.00
38,12,small,OK,count,commands_applied,1.00,1.10,0.00,6.00
38,12,small,OK,count,hits_delivered,0.00,0.33,0.00,1.00
38,12,small,OK,count,alive,220.00,220.00,216.00,222.00
39,12,large,OK,stage,SpawnEnemies,0.00,0.30,0.00,1.70
39,12,large,OK,stage,FireBullets,0.60,0.50,0.00,1.30
39,12,large,OK,stage,Movement,36.70,43.19,13.70,86.10
39,12,large,OK,stage,GridBuild,55.20,60.46,24.80,102.90
39,12,large,OK,stage,Hit,51.90,58.85,19.50,103.90
39,12,large,OK,stage,DispatchEvents,0.60,0.89,0.10,1.40
39,12,large,OK,stage,Lifetime,0.90,1.04,0.60,1.10
39,12,large,OK,stage,Collect,0.30,0.31,0.10,0.40
39,12,large,OK,stage,Reach,6.70,7.07,6.50,8.80
39,12,large,OK,stage,ApplyCommands,1.00,1.15,0.00,2.00
39,12,large,OK,frame,frame,167.70,174.19,79.70,254.30
39,12,large,OK,count,created,10.00,9.27,0.00,31.00
39,12,large,OK,count,destroyed,8.00,9.27,0.00,20.00
39,12,large,OK,count,commands_applied,12.00,13.03,0.00,28.00
39,12,large,OK,count,hits_delivered,5.00,5.70,0.00,14.00
39,12,large,OK,count,alive,2246.00,2248.11,2221.00,2266.00
40,13,boid,OK,stage,GridBuildSystem,82.60,85.35,69.90,104.40
40,13,boid,OK,stage,BoidSystem,445.40,468.55,424.30,603.70
40,13,boid,OK,stage,MovementSystem,42.80,47.10,22.00,89.90
40,13,boid,OK,stage,ApplyWorldBounds,50.00,51.72,49.40,58.60
40,13,boid,OK,stage,CollisionSystem,313.30,316.64,274.50,374.30
40,13,boid,OK,stage,ApplyCommands,0.10,0.08,0.00,0.10
40,13,boid,OK,frame,frame,948.30,969.44,867.30,1151.00
40,13,boid,OK,count,events_published,740.00,767.08,458.00,996.00
40,13,boid,OK,count,events_dropped,0.00,0.00,0.00,0.00
41,13,small,OK,stage,SpawnEnemies,0.00,0.20,0.00,0.70
41,13,small,OK,stage,FireBullets,0.10,0.37,0.00,0.70
41,13,small,OK,stage,Movement,43.70,47.08,4.80,93.90
41,13,small,OK,stage,GridBuild,50.90,55.42,14.40,103.40
41,13,small,OK,stage,Hit,48.00,51.14,6.10,100.00
41,13,small,OK,stage,DispatchEvents,0.20,0.57,0.00,1.00
41,13,small,OK,stage,Lifetime,0.20,0.47,0.10,0.50
41,13,small,OK,stage,Collect,0.20,0.42,0.10,0.40
41,13,small,OK,stage,Reach,0.80,1.77,0.70,7.40
41,13,small,OK,stage,ApplyCommands,0.20,0.49,0.00,0.90
41,13,small,OK,frame,frame,151.60,158.59,45.40,240.30
41,13,small,OK,count,created,1.00,0.89,0.00,3.00
41,13,small,OK,count,destroyed,1.00,0.89,0.00,3.00
41,13,small,OK,count,commands_applied,1.00,1.10,0.00,6.00
41,13,small,OK,count,hits_delivered,0.00,0.33,0.00,1.00
41,13,small,OK,count,alive,220.00,220.00,216.00,222.00
42,13,large,OK,stage,SpawnEnemies,0.00,0.30,0.00,1.70
42,13,large,OK,stage,FireBullets,0.60,0.51,0.00,1.30
42,13,large,OK,stage,Movement,32.00,40.01,10.00,81.30
42,13,large,OK,stage,GridBuild,54.40,59.92,22.60,108.00
42,13,large,OK,stage,Hit,52.30,57.60,14.70,103.90
42,13,large,OK,stage,DispatchEvents,0.70,0.96,0.10,1.40
42,13,large,OK,stage,Lifetime,0.90,1.10,0.60,1.20
42,13,large,OK,stage,Collect,0.30,0.33,0.10,0.40
42,13,large,OK,stage,Reach,6.70,7.17,6.50,8.70
42,13,large,OK,stage,ApplyCommands,1.10,1.12,0.00,1.90
42,13,large,OK,frame,frame,162.30,169.47,66.40,247.00
42,13,large,OK,count,created,10.00,9.27,0.00,31.00
42,13,large,OK,count,destroyed,9.00,9.27,0.00,20.00
42,13,large,OK,count,commands_applied,13.00,13.02,0.00,26.00
42,13,large,OK,count,hits_delivered,5.00,5.66,0.00,13.00
42,13,large,OK,count,alive,2246.00,2248.05,2224.00,2266.00
43,14,boid,OK,stage,GridBuildSystem,82.80,85.95,68.70,107.30
43,14,boid,OK,stage,BoidSystem,455.80,494.09,428.20,638.60
43,14,boid,OK,stage,MovementSystem,40.10,45.28,22.60,91.80
43,14,boid,OK,stage,ApplyWorldBounds,50.00,51.89,49.50,60.00
43,14,boid,OK,stage,CollisionSystem,315.10,326.40,279.80,394.20
43,14,boid,OK,stage,ApplyCommands,0.10,0.08,0.00,0.10
43,14,boid,OK,frame,frame,973.50,1003.69,872.00,1223.10
43,14,boid,OK,count,events_published,750.00,771.84,450.00,1012.00
43,14,boid,OK,count,events_dropped,0.00,0.00,0.00,0.00
44,14,small,OK,stage,SpawnEnemies,0.00,0.14,0.00,0.60
44,14,small,OK,stage,FireBullets,0.10,0.22,0.00,0.60
44,14,small,OK,stage,Movement,36.30,39.27,4.40,82.80
44,14,small,OK,stage,GridBuild,44.30,48.26,11.00,90.30
44,14,small,OK,stage,Hit,22.10,30.97,5.60,76.90
44,14,small,OK,stage,DispatchEvents,0.20,0.40,0.00,0.70
44,14,small,OK,stage,Lifetime,0.20,0.32,0.10,0.40
44,14,small,OK,stage,Collect,0.20,0.29,0.00,0.40
44,14,small,OK,stage,Reach,0.80,1.16,0.60,3.90
44,14,small,OK,stage,ApplyCommands,0.20,0.31,0.00,0.70
44,14,small,OK,frame,frame,116.30,121.75,24.50,198.80
44,14,small,OK,count,created,1.00,0.89,0.00,3.00
44,14,small,OK,count,destroyed,1.00,0.89,0.00,3.00
44,14,small,OK,count,commands_applied,1.00,1.10,0.00,6.00
44,14,small,OK,count,hits_delivered,0.00,0.33,0.00,1.00
44,14,small,OK,count,alive,220.00,220.00,216.00,222.00
45,14,large,OK,stage,SpawnEnemies,0.00,0.32,0.00,1.90
45,14,large,OK,stage,FireBullets,0.60,0.52,0.00,1.30
45,14,large,OK,stage,Movement,29.30,36.56,9.10,80.00
45,14,large,OK,stage,GridBuild,45.90,51.30,19.30,95.40
45,14,large,OK,stage,Hit,44.70,49.95,15.20,95.70
45,14,large,OK,stage,DispatchEvents,0.70,1.00,0.10,1.70
45,14,large,OK,stage,Lifetime,0.90,1.12,0.60,1.30
45,14,large,OK,stage,Collect,0.30,0.31,0.10,0.40
45,14,large,OK,stage,Reach,6.80,7.05,6.40,7.30
45,14,large,OK,stage,ApplyCommands,1.10,1.16,0.00,2.10
45,14,large,OK,frame,frame,143.70,149.71,70.90,225.70
45,14,large,OK,count,created,10.00,9.27,0.00,31.00
45,14,large,OK,count,destroyed,9.00,9.27,0.00,20.00
45,14,large,OK,count,commands_applied,12.00,13.01,0.00,27.00
45,14,large,OK,count,hits_delivered,5.00,5.68,0.00,14.00
45,14,large,OK,count,alive,2246.00,2247.94,2224.00,2266.00
46,15,boid,OK,stage,GridBuildSystem,84.80,87.59,69.90,109.20
46,15,boid,OK,stage,BoidSystem,447.70,490.50,417.90,710.80
46,15,boid,OK,stage,MovementSystem,40.90,45.83,22.70,87.40
46,15,boid,OK,stage,ApplyWorldBounds,50.00,51.54,49.40,57.40
46,15,boid,OK,stage,CollisionSystem,309.50,322.07,277.10,404.70
46,15,boid,OK,stage,ApplyCommands,0.10,0.08,0.00,0.10
46,15,boid,OK,frame,frame,950.10,997.60,865.30,1233.00
46,15,boid,OK,count,events_published,744.00,766.50,442.00,1001.00
46,15,boid,OK,count,events_dropped,0.00,0.00,0.00,0.00
47,15,small,OK,stage,SpawnEnemies,0.00,0.23,0.00,0.70
47,15,small,OK,stage,FireBullets,0.10,0.37,0.00,0.70
47,15,small,OK,stage,Movement,45.80,48.87,4.40,99.70
47,15,small,OK,stage,GridBuild,52.00,57.53,10.70,106.20
47,15,small,OK,stage,Hit,50.70,54.04,5.90,102.80
47,15,small,OK,stage,DispatchEvents,0.20,0.67,0.10,3.50
47,15,small,OK,stage,Lifetime,0.20,0.52,0.10,0.50
47,15,small,OK,stage,Collect,0.20,0.45,0.10,0.50
47,15,small,OK,stage,Reach,0.80,1.87,0.70,7.70
47,15,small,OK,stage,ApplyCommands,0.20,0.55,0.00,1.10
47,15,small,OK,frame,frame,159.60,165.77,22.50,253.70
47,15,small,OK,count,created,1.00,0.89,0.00,3.00
47,15,small,OK,count,destroyed,1.00,0.89,0.00,3.00
47,15,small,OK,count,commands_applied,1.00,1.10,0.00,6.00
47,15,small,OK,count,hits_delivered,0.00,0.33,0.00,1.00
47,15,small,OK,count,alive,220.00,220.00,216.00,222.00
48,15,large,OK,stage,SpawnEnemies,0.00,0.29,0.00,1.70
48,15,large,OK,stage,FireBullets,0.60,0.49,0.00,1.30
48,15,large,OK,stage,Movement,37.10,44.80,14.90,88.00
48,15,large,OK,stage,GridBuild,55.40,61.24,25.10,104.90
48,15,large,OK,stage,Hit,50.40,58.36,12.80,103.60
48,15,large,OK,stage,DispatchEvents,0.70,0.91,0.10,1.30
48,15,large,OK,stage,Lifetime,0.90,0.97,0.60,1.10
48,15,large,OK,stage,Collect,0.30,0.29,0.10,0.40
48,15,large,OK,stage,Reach,6.70,7.08,6.40,7.90
48,15,large,OK,stage,ApplyCommands,1.00,1.09,0.00,1.90
48,15,large,OK,frame,frame,166.30,175.94,76.80,267.00
48,15,large,OK,count,created,10.00,9.27,0.00,31.00
48,15,large,OK,count,destroyed,8.00,9.27,0.00,20.00
48,15,large,OK,count,commands_applied,12.00,13.04,0.00,27.00
48,15,large,OK,count,hits_delivered,5.00,5.69,0.00,13.00
48,15,large,OK,count,alive,2246.00,2247.42,2225.00,2266.00
49,16,boid,OK,stage,GridBuildSystem,89.20,89.75,68.20,109.00
49,16,boid,OK,stage,BoidSystem,442.80,501.35,427.30,727.20
49,16,boid,OK,stage,MovementSystem,42.50,48.92,23.10,90.20
49,16,boid,OK,stage,ApplyWorldBounds,50.10,51.73,49.40,62.60
49,16,boid,OK,stage,CollisionSystem,310.90,324.89,280.90,420.90
49,16,boid,OK,stage,ApplyCommands,0.10,0.08,0.00,0.10
49,16,boid,OK,frame,frame,968.10,1016.71,873.40,1293.40
49,16,boid,OK,count,events_published,738.00,761.78,472.00,986.00
49,16,boid,OK,count,events_dropped,0.00,0.00,0.00,0.00
50,16,small,OK,stage,SpawnEnemies,0.00,0.22,0.00,0.70
50,16,small,OK,stage,FireBullets,0.10,0.33,0.00,0.70
50,16,small,OK,stage,Movement,43.80,48.29,4.90,98.80
50,16,small,OK,stage,GridBuild,52.00,56.59,17.10,102.10
50,16,small,OK,stage,Hit,47.20,50.48,6.00,95.70
50,16,small,OK,stage,DispatchEvents,0.20,0.52,0.00,0.80
50,16,small,OK,stage,Lifetime,0.20,0.42,0.10,0.40
50,16,small,OK,stage,Collect,0.20,0.38,0.10,0.40
50,16,small,OK,stage,Reach,0.80,1.58,0.70,7.10
50,16,small,OK,stage,ApplyCommands,0.20,0.43,0.00,0.80
50,16,small,OK,frame,frame,153.70,159.83,61.60,239.30
50,16,small,OK,count,created,1.00,0.89,0.00,3.00
50,16,small,OK,count,destroyed,1.00,0.89,0.00,3.00
50,16,small,OK,count,commands_applied,1.00,1.10,0.00,6.00
50,16,small,OK,count,hits_delivered,0.00,0.33,0.00,1.00
50,16,small,OK,count,alive,220.00,220.00,216.00,222.00
51,16,large,OK,stage,SpawnEnemies,0.00,0.30,0.00,1.70
51,16,large,OK,stage,FireBullets,0.60,0.52,0.00,1.30
51,16,large,OK,stage,Movement,32.20,40.60,10.60,84.00
51,16,large,OK,stage,GridBuild,53.10,58.71,22.50,102.10
51,16,large,OK,stage,Hit,52.80,57.51,14.70,100.80
51,16,large,OK,stage,DispatchEvents,0.70,0.91,0.10,1.30
51,16,large,OK,stage,Lifetime,0.90,1.05,0.60,1.20
51,16,large,OK,stage,Collect,0.30,0.32,0.10,0.40
51,16,large,OK,stage,Reach,6.70,7.19,6.50,9.50
51,16,large,OK,stage,ApplyCommands,1.10,1.13,0.00,2.00
51,16,large,OK,frame,frame,161.40,168.70,68.30,250.50
51,16,large,OK,count,created,10.00,9.27,0.00,31.00
51,16,large,OK,count,destroyed,9.00,9.27,0.00,20.00
51,16,large,OK,count,commands_applied,12.00,13.01,0.00,27.00
51,16,large,OK,count,hits_delivered,5.00,5.70,0.00,14.00
51,16,large,OK,count,alive,2246.00,2247.92,2230.00,2266.00
52,17,boid,OK,stage,GridBuildSystem,80.00,84.26,69.20,104.70
52,17,boid,OK,stage,BoidSystem,448.60,470.97,428.80,592.40
52,17,boid,OK,stage,MovementSystem,40.30,46.61,22.60,87.90
52,17,boid,OK,stage,ApplyWorldBounds,50.00,51.49,49.50,56.70
52,17,boid,OK,stage,CollisionSystem,312.10,317.02,258.90,370.50
52,17,boid,OK,stage,ApplyCommands,0.10,0.08,0.00,0.10
52,17,boid,OK,frame,frame,950.70,970.41,861.00,1124.30
52,17,boid,OK,count,events_published,752.00,766.02,453.00,980.00
52,17,boid,OK,count,events_dropped,0.00,0.00,0.00,0.00
53,17,small,OK,stage,SpawnEnemies,0.00,0.15,0.00,0.70
53,17,small,OK,stage,FireBullets,0.10,0.25,0.00,0.60
53,17,small,OK,stage,Movement,35.80,39.32,4.70,80.30
53,17,small,OK,stage,GridBuild,44.70,49.20,12.90,94.20
53,17,small,OK,stage,Hit,27.80,34.04,6.10,79.30
53,17,small,OK,stage,DispatchEvents,0.20,0.42,0.00,0.80
53,17,small,OK,stage,Lifetime,0.20,0.34,0.10,0.40
53,17,small,OK,stage,Collect,0.20,0.28,0.10,0.40
53,17,small,OK,stage,Reach,0.80,1.14,0.70,3.70
53,17,small,OK,stage,ApplyCommands,0.20,0.31,0.00,0.70
53,17,small,OK,frame,frame,119.60,125.88,39.40,203.10
53,17,small,OK,count,created,1.00,0.89,0.00,3.00
53,17,small,OK,count,destroyed,1.00,0.89,0.00,3.00
53,17,small,OK,count,commands_applied,1.00,1.10,0.00,6.00
53,17,small,OK,count,hits_delivered,0.00,0.33,0.00,1.00
53,17,small,OK,count,alive,220.00,220.00,216.00,222.00
54,17,large,OK,stage,SpawnEnemies,0.00,0.31,0.00,1.80
54,17,large,OK,stage,FireBullets,0.60,0.52,0.00,1.30
54,17,large,OK,stage,Movement,31.90,39.66,9.50,81.20
54,17,large,OK,stage,GridBuild,52.00,58.03,19.50,101.20
54,17,large,OK,stage,Hit,53.30,57.84,19.80,103.80
54,17,large,OK,stage,DispatchEvents,0.70,0.89,0.10,1.40
54,17,large,OK,stage,Lifetime,0.90,1.07,0.60,1.20
54,17,large,OK,stage,Collect,0.30,0.33,0.10,0.40
54,17,large,OK,stage,Reach,6.70,7.08,6.50,8.90
54,17,large,OK,stage,ApplyCommands,1.10,1.15,0.00,2.00
54,17,large,OK,frame,frame,160.40,167.36,88.60,247.50
54,17,large,OK,count,created,10.00,9.27,0.00,31.00
54,17,large,OK,count,destroyed,9.00,9.27,0.00,20.00
54,17,large,OK,count,commands_applied,12.00,13.04,0.00,27.00
54,17,large,OK,count,hits_delivered,5.00,5.72,0.00,13.00
54,17,large,OK,count,alive,2246.00,2248.16,2223.00,2266.00
55,18,boid,OK,stage,GridBuildSystem,80.60,84.28,69.60,105.30
55,18,boid,OK,stage,BoidSystem,445.20,491.54,419.20,711.70
55,18,boid,OK,stage,MovementSystem,39.20,44.98,21.40,85.40
55,18,boid,OK,stage,ApplyWorldBounds,50.00,51.27,49.50,58.90
55,18,boid,OK,stage,CollisionSystem,313.20,323.35,278.70,405.50
55,18,boid,OK,stage,ApplyCommands,0.10,0.08,0.00,0.10
55,18,boid,OK,frame,frame,950.90,995.48,866.50,1241.20
55,18,boid,OK,count,events_published,741.00,765.95,466.00,993.00
55,18,boid,OK,count,events_dropped,0.00,0.00,0.00,0.00
56,18,small,OK,stage,SpawnEnemies,0.00,0.16,0.00,0.70
56,18,small,OK,stage,FireBullets,0.10,0.27,0.00,0.60
56,18,small,OK,stage,Movement,41.90,45.51,4.20,91.70
56,18,small,OK,stage,GridBuild,51.50,55.10,10.20,104.20
56,18,small,OK,stage,Hit,42.80,45.28,5.80,91.10
56,18,small,OK,stage,DispatchEvents,0.20,0.39,0.00,0.80
56,18,small,OK,stage,Lifetime,0.20,0.35,0.10,0.40
56,18,small,OK,stage,Collect,0.20,0.29,0.10,0.40
56,18,small,OK,stage,Reach,0.90,1.21,0.70,4.10
56,18,small,OK,stage,ApplyCommands,0.20,0.36,0.00,0.70
56,18,small,OK,frame,frame,144.10,149.36,22.80,229.20
56,18,small,OK,count,created,1.00,0.89,0.00,3.00
56,18,small,OK,count,destroyed,1.00,0.89,0.00,3.00
56,18,small,OK,count,commands_applied,1.00,1.10,0.00,6.00
56,18,small,OK,count,hits_delivered,0.00,0.33,0.00,1.00
56,18,small,OK,count,alive,220.00,220.00,216.00,222.00
57,18,large,OK,stage,SpawnEnemies,0.00,0.32,0.00,1.90
57,18,large,OK,stage,FireBullets,0.60,0.53,0.00,1.30
57,18,large,OK,stage,Movement,31.40,39.34,10.60,82.10
57,18,large,OK,stage,GridBuild,50.80,56.81,19.90,103.70
57,18,large,OK,stage,Hit,54.20,57.09,14.00,102.60
57,18,large,OK,stage,DispatchEvents,0.70,1.07,0.10,4.10
57,18,large,OK,stage,Lifetime,1.00,1.25,0.60,3.90
57,18,large,OK,stage,Collect,0.30,0.35,0.10,0.50
57,18,large,OK,stage,Reach,6.70,7.12,6.50,9.40
57,18,large,OK,stage,ApplyCommands,1.20,1.23,0.00,2.20
57,18,large,OK,frame,frame,159.10,165.55,68.10,244.40
57,18,large,OK,count,created,10.00,9.28,0.00,31.00
57,18,large,OK,count,destroyed,8.00,9.28,0.00,20.00
57,18,large,OK,count,commands_applied,12.00,13.05,0.00,27.00
57,18,large,OK,count,hits_delivered,5.00,5.66,0.00,13.00
57,18,large,OK,count,alive,2246.00,2248.04,2227.00,2266.00
58,19,boid,OK,stage,GridBuildSystem,91.00,92.37,70.70,116.50
58,19,boid,OK,stage,BoidSystem,472.20,510.76,429.40,711.20
58,19,boid,OK,stage,MovementSystem,42.50,49.03,21.90,95.90
58,19,boid,OK,stage,ApplyWorldBounds,50.10,51.88,49.40,59.60
58,19,boid,OK,stage,CollisionSystem,316.40,328.12,281.30,421.60
58,19,boid,OK,stage,ApplyCommands,0.10,0.08,0.00,0.10
58,19,boid,OK,frame,frame,999.10,1032.24,873.20,1273.80
58,19,boid,OK,count,events_published,742.00,768.48,470.00,994.00
58,19,boid,OK,count,events_dropped,0.00,0.00,0.00,0.00
59,19,small,OK,stage,SpawnEnemies,0.10,0.18,0.00,0.80
59,19,small,OK,stage,FireBullets,0.10,0.31,0.00,0.80
59,19,small,OK,stage,Movement,36.80,43.34,4.50,101.00
59,19,small,OK,stage,GridBuild,45.70,53.15,10.30,112.50
59,19,small,OK,stage,Hit,28.80,39.27,5.50,99.10
59,19,small,OK,stage,DispatchEvents,0.30,0.44,0.00,0.90
59,19,small,OK,stage,Lifetime,0.30,0.36,0.10,0.50
59,19,small,OK,stage,Collect,0.30,0.35,0.00,0.40
59,19,small,OK,stage,Reach,0.90,1.35,0.60,1.90
59,19,small,OK,stage,ApplyCommands,0.30,0.32,0.00,0.80
59,19,small,OK,frame,frame,126.90,139.52,21.70,257.40
59,19,small,OK,count,created,1.00,0.89,0.00,3.00
59,19,small,OK,count,destroyed,1.00,0.89,0.00,3.00
59,19,small,OK,count,commands_applied,1.00,1.10,0.00,6.00
59,19,small,OK,count,hits_delivered,0.00,0.33,0.00,1.00
59,19,small,OK,count,alive,220.00,220.00,216.00,222.00
60,19,large,OK,stage,SpawnEnemies,0.00,0.32,0.00,1.90
60,19,large,OK,stage,FireBullets,0.70,0.55,0.00,1.30
60,19,large,OK,stage,Movement,30.70,36.28,7.00,79.30
60,19,large,OK,stage,GridBuild,42.20,47.90,19.10,94.40
60,19,large,OK,stage,Hit,33.30,42.33,14.20,91.70
60,19,large,OK,stage,DispatchEvents,0.70,0.94,0.10,1.50
60,19,large,OK,stage,Lifetime,1.00,1.21,0.60,1.70
60,19,large,OK,stage,Collect,0.30,0.32,0.10,0.50
60,19,large,OK,stage,Reach,6.80,7.35,6.50,10.70
60,19,large,OK,stage,ApplyCommands,1.20,1.20,0.00,2.20
60,19,large,OK,frame,frame,131.10,138.79,60.30,217.50
60,19,large,OK,count,created,10.00,9.26,0.00,31.00
60,19,large,OK,count,destroyed,8.00,9.26,0.00,20.00
60,19,large,OK,count,commands_applied,13.00,12.98,0.00,27.00
60,19,large,OK,count,hits_delivered,5.00,5.68,0.00,13.00
60,19,large,OK,count,alive,2246.00,2248.11,2227.00,2266.00
61,20,boid,OK,stage,GridBuildSystem,85.90,87.51,69.60,104.20
61,20,boid,OK,stage,BoidSystem,457.00,478.21,431.00,593.40
61,20,boid,OK,stage,MovementSystem,43.00,48.64,22.30,88.40
61,20,boid,OK,stage,ApplyWorldBounds,50.20,51.58,49.50,60.00
61,20,boid,OK,stage,CollisionSystem,315.60,319.07,275.60,374.30
61,20,boid,OK,stage,ApplyCommands,0.10,0.08,0.00,0.10
61,20,boid,OK,frame,frame,964.10,985.08,863.20,1144.00
61,20,boid,OK,count,events_published,747.00,772.59,465.00,992.00
61,20,boid,OK,count,events_dropped,0.00,0.00,0.00,0.00
62,20,small,OK,stage,SpawnEnemies,0.00,0.17,0.00,0.70
62,20,small,OK,stage,FireBullets,0.10,0.26,0.00,0.60
62,20,small,OK,stage,Movement,39.50,44.34,4.50,89.60
62,20,small,OK,stage,GridBuild,48.80,54.41,12.20,100.50
62,20,small,OK,stage,Hit,42.30,44.74,6.30,87.90
62,20,small,OK,stage,DispatchEvents,0.20,0.40,0.00,0.70
62,20,small,OK,stage,Lifetime,0.20,0.35,0.10,0.40
62,20,small,OK,stage,Collect,0.20,0.31,0.00,0.40
62,20,small,OK,stage,Reach,0.80,1.21,0.70,4.10
62,20,small,OK,stage,ApplyCommands,0.20,0.36,0.00,0.70
62,20,small,OK,frame,frame,142.00,147.01,25.20,223.50
62,20,small,OK,count,created,1.00,0.89,0.00,3.00
62,20,small,OK,count,destroyed,1.00,0.89,0.00,3.00
62,20,small,OK,count,commands_applied,1.00,1.10,0.00,6.00
62,20,small,OK,count,hits_delivered,0.00,0.33,0.00,1.00
62,20,small,OK,count,alive,220.00,220.00,216.00,222.00
63,20,large,OK,stage,SpawnEnemies,0.00,0.31,0.00,1.80
63,20,large,OK,stage,FireBullets,0.60,0.51,0.00,1.30
63,20,large,OK,stage,Movement,33.60,41.70,13.80,86.00
63,20,large,OK,stage,GridBuild,56.60,61.90,24.80,108.50
63,20,large,OK,stage,Hit,51.70,58.13,17.20,105.40
63,20,large,OK,stage,DispatchEvents,0.70,0.90,0.10,1.30
63,20,large,OK,stage,Lifetime,0.90,1.08,0.60,1.20
63,20,large,OK,stage,Collect,0.30,0.32,0.10,0.40
63,20,large,OK,stage,Reach,6.70,7.15,6.50,9.70
63,20,large,OK,stage,ApplyCommands,1.10,1.14,0.00,2.00
63,20,large,OK,frame,frame,165.90,173.62,70.00,257.70
63,20,large,OK,count,created,10.00,9.28,0.00,31.00
63,20,large,OK,count,destroyed,9.00,9.27,0.00,20.00
63,20,large,OK,count,commands_applied,13.00,13.05,0.00,27.00
63,20,large,OK,count,hits_delivered,5.00,5.71,0.00,14.00
